City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Nome,US,2022-04-17 02:58:33,64.5011,-165.4064,33.17,77,100,16.71
298,Koulikoro,ML,2022-04-17 02:58:34,14.0,-7.75,78.89,38,35,8.88
299,Filadelfia,US,2022-04-17 02:53:52,39.9523,-75.1638,51.48,83,100,16.11
300,Brokopondo,SR,2022-04-17 02:58:35,4.75,-55.1667,75.07,90,98,8.7
301,Alyangula,AU,2022-04-17 02:58:35,-13.8483,136.4192,89.47,62,63,12.66
302,Leningradskiy,RU,2022-04-17 02:55:29,69.3833,178.4167,14.81,89,94,7.85
303,Vostok,RU,2022-04-17 02:58:36,46.4856,135.8833,38.97,49,86,14.34
304,Kouango,CF,2022-04-17 02:58:36,4.9934,19.9619,73.92,77,8,4.43
305,Maldonado,UY,2022-04-17 02:58:26,-34.6667,-54.9167,58.39,92,0,4.29
306,Ambilobe,MG,2022-04-17 02:58:37,-13.2,49.05,68.5,89,6,3.56
307,Lorengau,PG,2022-04-17 02:58:37,-2.0226,147.2712,83.91,74,56,4.9
308,Mount Gambier,AU,2022-04-17 02:58:38,-37.8333,140.7667,73.31,38,75,17.27
309,Constitucion,CL,2022-04-17 02:58:38,-35.3333,-72.4167,54.54,73,0,1.66
310,Klaksvik,FO,2022-04-17 02:58:39,62.2266,-6.589,47.32,98,100,21.3
311,San Carlos,VE,2022-04-17 02:58:40,9.6612,-68.5827,79.3,68,93,3.53
312,Sabha,LY,2022-04-17 02:57:17,27.0377,14.4283,63.32,51,0,12.28
313,Dikson,RU,2022-04-17 02:58:41,73.5069,80.5464,7.41,92,100,15.1
314,Labuan,MY,2022-04-17 02:58:41,5.2767,115.2417,86.36,74,20,5.99
315,Navahrudak,BY,2022-04-17 02:59:42,53.6,25.8333,28.0,91,46,6.85
316,Broken Hill,AU,2022-04-17 02:55:25,-31.95,141.4333,83.91,21,5,17.27
317,Matay,EG,2022-04-17 02:59:43,28.419,30.7792,77.49,16,0,9.91
318,Cabo Rojo,PR,2022-04-17 02:59:43,18.0866,-67.1457,77.68,87,53,1.01
319,Kutum,SD,2022-04-17 02:59:44,14.2,24.6667,71.22,10,17,4.12
320,Rosarito,MX,2022-04-17 02:59:44,32.3333,-117.0333,62.47,79,1,10.98
321,Vikhorevka,RU,2022-04-17 02:59:45,56.1201,101.1636,54.99,69,100,6.58
322,Bengkulu,ID,2022-04-17 02:59:45,-3.8004,102.2655,85.21,66,83,3.06
323,Carbonia,IT,2022-04-17 02:59:46,39.1672,8.5222,55.0,69,65,3.0
324,Tefe,BR,2022-04-17 02:59:46,-3.3542,-64.7114,74.05,96,100,0.96
325,Lagoa,PT,2022-04-17 02:59:46,39.05,-27.9833,58.12,74,0,14.79
326,Evensk,RU,2022-04-17 02:59:47,61.95,159.2333,32.9,84,100,6.15
327,Omagh,GB,2022-04-17 02:59:48,54.6,-7.3,50.47,98,100,6.51
328,Merauke,ID,2022-04-17 02:55:05,-8.4667,140.3333,85.51,67,100,1.57
329,Petropavlovsk-Kamchatskiy,RU,2022-04-17 02:59:48,53.0452,158.6483,41.59,31,0,11.18
330,Tabou,CI,2022-04-17 02:59:49,4.423,-7.3528,76.32,90,95,4.41
331,Shaki,AZ,2022-04-17 02:59:16,41.0833,47.1667,48.0,71,10,2.28
332,Airai,TL,2022-04-17 02:59:50,-8.9266,125.4092,74.5,61,40,1.54
333,Arrifes,PT,2022-04-17 02:59:50,37.7667,-25.7,59.25,82,20,13.8
334,Suntar,RU,2022-04-17 02:59:51,62.1444,117.6319,34.93,67,99,11.48
335,Marathon,US,2022-04-17 02:59:52,44.9,-89.7668,30.69,66,0,0.0
336,Bikaner,IN,2022-04-17 02:56:11,28.0167,73.3,86.43,29,15,12.48
337,Oskemen,KZ,2022-04-17 02:59:52,49.9565,82.6119,48.16,49,0,2.24
338,Port Lincoln,AU,2022-04-17 02:59:53,-34.7333,135.8667,66.25,74,100,10.02
339,Mugan,CN,2022-04-17 02:59:53,35.9404,101.3842,49.91,9,31,19.6
340,Marsh Harbour,BS,2022-04-17 02:59:54,26.5412,-77.0636,75.85,77,0,9.26
341,Lanzhou,CN,2022-04-17 02:55:00,36.0564,103.7922,46.96,32,100,2.37
342,Guerande,FR,2022-04-17 02:59:55,47.3291,-2.4283,49.42,86,34,9.62
343,Touros,BR,2022-04-17 02:55:54,-5.1989,-35.4608,78.89,84,91,5.99
344,Along,IN,2022-04-17 02:59:55,28.1667,94.7667,68.04,92,97,1.52
345,Nouadhibou,MR,2022-04-17 02:59:56,20.931,-17.0347,62.58,94,75,11.5
346,Komsomolskiy,UZ,2022-04-17 02:55:20,40.4272,71.7189,63.32,45,87,4.61
347,Kamina,CD,2022-04-17 02:59:56,-8.7386,24.9906,63.77,97,100,1.5
348,Santo Nino,PH,2022-04-17 02:59:57,6.435,124.6975,80.87,80,96,2.55
349,Asau,RO,2022-04-17 02:59:57,46.4333,26.4,36.52,89,100,6.33
350,Savannakhet,LA,2022-04-17 02:59:57,16.566,104.751,86.56,57,82,6.85
351,Port-De-Bouc,FR,2022-04-17 02:59:58,43.4,4.9833,62.96,62,0,8.05
352,Rio Gallegos,AR,2022-04-17 02:59:58,-51.6226,-69.2181,44.65,93,0,9.22
353,Mareeba,AU,2022-04-17 02:59:59,-17.0,145.4333,81.66,71,100,7.7
354,Moose Factory,CA,2022-04-17 02:59:59,51.2585,-80.6094,28.4,86,100,14.97
355,Vilcun,CL,2022-04-17 03:00:00,-38.65,-72.2333,45.34,78,2,1.03
356,Norman Wells,CA,2022-04-17 03:00:01,65.282,-126.8329,12.79,91,86,1.77
357,Jishou,CN,2022-04-17 03:00:01,28.3167,109.7167,49.78,92,100,0.78
358,Lypnyazhka,UA,2022-04-17 03:00:03,48.4469,31.0761,38.73,74,99,9.51
359,Iqaluit,CA,2022-04-17 03:00:04,63.7506,-68.5145,7.7,92,100,4.0
360,Borodino,RU,2022-04-17 03:00:06,55.9106,94.8983,58.19,46,96,12.64
361,Matamoros,MX,2022-04-17 03:00:12,25.5333,-103.25,82.18,16,100,3.91
362,Abapo,BO,2022-04-17 03:01:14,-18.8333,-63.4667,58.03,57,63,3.2
363,San Ciro De Acosta,MX,2022-04-17 03:01:14,21.6333,-99.8167,78.22,63,51,4.23
364,Viedma,AR,2022-04-17 03:00:35,-40.8135,-62.9967,54.99,79,1,7.83
365,Salta,AR,2022-04-17 03:00:29,-24.7859,-65.4117,59.58,79,95,2.08
366,Turukhansk,RU,2022-04-17 03:01:12,65.8167,87.9833,25.05,91,100,18.48
367,Sioux Lookout,CA,2022-04-17 03:01:15,50.1001,-91.917,13.71,98,100,2.75
368,Ola,RU,2022-04-17 03:01:15,59.5833,151.2833,34.14,61,58,3.44
369,Longyearbyen,SJ,2022-04-17 03:01:16,78.2186,15.6401,21.04,68,75,8.05
370,Ouango,CF,2022-04-17 03:01:16,4.3133,22.5552,70.97,90,89,2.1
371,Opuwo,NA,2022-04-17 03:01:17,-18.0607,13.84,66.85,44,74,3.4
372,Guangshui,CN,2022-04-17 03:01:17,31.6199,113.9978,62.96,44,100,0.63
373,Hoi An,VN,2022-04-17 03:01:18,15.8794,108.335,84.16,82,100,9.17
374,Mahibadhoo,MV,2022-04-17 03:01:18,3.7833,72.9667,83.8,75,84,9.53
375,Ripollet,ES,2022-04-17 03:01:18,41.4969,2.1574,64.33,75,0,3.44
376,Hericourt,FR,2022-04-17 03:01:19,47.5731,6.7614,42.94,78,0,11.36
377,Alice Springs,AU,2022-04-17 02:57:54,-23.7,133.8833,92.75,15,12,16.11
378,Sibolga,ID,2022-04-17 03:01:19,1.7427,98.7792,86.22,67,19,3.24
379,Oudtshoorn,ZA,2022-04-17 03:01:20,-33.5907,22.2014,52.54,84,0,2.35
380,Kolpashevo,RU,2022-04-17 03:01:20,58.3131,82.9089,49.59,85,100,11.59
381,Tarakan,ID,2022-04-17 03:01:21,3.3,117.6333,81.09,76,98,1.41
382,Pestravka,RU,2022-04-17 03:01:21,52.405,49.9583,45.75,74,99,10.78
383,Cabo San Lucas,MX,2022-04-17 02:56:56,22.8909,-109.9124,77.61,56,100,10.83
384,Netivot,IL,2022-04-17 03:01:22,31.4222,34.5886,66.94,23,39,11.34
385,Rocha,UY,2022-04-17 03:01:22,-34.4833,-54.3333,53.53,91,0,2.13
386,Ust-Omchug,RU,2022-04-17 03:01:22,61.15,149.6333,20.17,78,99,6.4
387,Mount Isa,AU,2022-04-17 03:00:49,-20.7333,139.5,91.17,16,5,9.22
388,Sitrah,BH,2022-04-17 03:01:23,26.1547,50.6206,80.37,44,0,12.66
389,Belyy Yar,RU,2022-04-17 03:01:23,53.6039,91.3903,52.86,45,0,2.24
390,Menongue,AO,2022-04-17 03:01:24,-14.6585,17.691,60.85,97,100,2.86
391,Atar,MR,2022-04-17 03:01:24,20.5169,-13.0499,75.97,15,0,3.8
392,Staryy Nadym,RU,2022-04-17 03:01:00,65.6118,72.6842,15.62,86,97,16.49
393,Puerto Baquerizo Moreno,EC,2022-04-17 03:01:25,-0.9,-89.6,75.36,88,62,7.9
394,Tabuk,PH,2022-04-17 03:01:25,17.4189,121.4443,83.64,64,50,6.31
395,Karacabey,TR,2022-04-17 03:00:42,40.2152,28.4038,54.3,69,100,3.91
396,Barranca,PE,2022-04-17 03:01:26,-10.75,-77.7667,65.73,84,100,6.42
397,Kizhinga,RU,2022-04-17 03:01:26,51.8462,109.9097,48.51,45,100,10.16
398,Quatre Cocos,MU,2022-04-17 03:01:26,-20.2078,57.7625,77.11,83,82,14.32
399,Drayton Valley,CA,2022-04-17 03:01:02,53.2168,-114.9854,28.02,61,99,7.45
400,Khonsa,IN,2022-04-17 03:01:27,27.0167,95.5667,73.08,69,7,3.24
401,Cayenne,GF,2022-04-17 03:00:08,4.9333,-52.3333,81.09,1,75,3.0
402,Raga,SS,2022-04-17 03:01:27,8.4596,25.678,78.64,64,90,5.08
403,Nanakuli,US,2022-04-17 03:01:28,21.3906,-158.1547,76.37,68,100,10.36
404,Yulara,AU,2022-04-17 03:01:28,-25.2406,130.9889,85.46,27,5,5.59
405,Panzhihua,CN,2022-04-17 03:01:29,26.5851,101.7128,81.37,33,3,1.54
406,Mawlaik,MM,2022-04-17 03:01:29,23.6333,94.4167,98.94,25,15,1.19
407,Zeya,RU,2022-04-17 03:01:29,53.75,127.2667,42.42,39,22,6.38
408,Erenhot,CN,2022-04-17 03:01:30,43.6475,111.9767,53.38,20,99,6.4
409,Pennadam,IN,2022-04-17 03:01:30,11.4,79.2333,88.39,55,20,7.85
410,Kautokeino,NO,2022-04-17 03:01:30,69.0125,23.0412,34.02,91,100,6.02
411,Bandarbeyla,SO,2022-04-17 03:02:31,9.4942,50.8122,80.58,79,36,8.14
412,Preeceville,CA,2022-04-17 03:02:32,51.95,-102.6677,7.3,95,44,4.0
413,Peniche,PT,2022-04-17 03:02:32,39.3558,-9.3811,56.28,90,100,14.18
414,Columbus,US,2022-04-17 02:57:44,39.9612,-82.9988,44.26,53,0,18.41
415,Karratha,AU,2022-04-17 03:02:33,-20.7377,116.8463,95.36,26,10,7.54
416,Dingli,MT,2022-04-17 03:02:33,35.8614,14.3822,55.81,82,0,6.91
417,Ferme-Neuve,CA,2022-04-17 03:02:34,46.7001,-75.4493,28.83,67,96,3.04
418,Lubango,AO,2022-04-17 03:02:35,-14.9172,13.4925,61.81,83,100,3.76
419,Ferrol,ES,2022-04-17 03:02:35,43.4832,-8.2369,56.35,89,100,2.86
420,Haines Junction,CA,2022-04-17 03:02:36,60.7522,-137.5108,30.72,92,100,4.5
421,Tiarei,PF,2022-04-17 03:02:36,-17.5333,-149.3333,84.22,75,8,10.83
422,Beidao,CN,2022-04-17 03:02:37,34.5686,105.8933,52.18,50,100,6.29
423,Saint-Pierre,RE,2022-04-17 03:02:37,-21.3393,55.4781,73.08,80,0,4.61
424,Dalbandin,PK,2022-04-17 03:02:38,28.8947,64.4101,83.79,15,29,4.81
425,Tevaitoa,PF,2022-04-17 03:02:38,-16.7833,-151.5,81.81,71,11,12.91
426,Shemursha,RU,2022-04-17 03:02:38,54.8866,47.5189,42.55,87,100,8.79
427,Corinto,GR,2022-04-17 03:02:39,37.9407,22.9573,59.41,59,26,1.01
428,Lebyazhye,RU,2022-04-17 03:02:39,55.2689,66.4947,37.94,65,12,11.1
429,Yeovil,GB,2022-04-17 03:02:40,50.9416,-2.6321,51.49,89,100,1.99
430,Sept-Iles,CA,2022-04-17 03:02:41,50.2001,-66.3821,27.45,88,42,3.18
431,Lata,PT,2022-04-17 03:02:41,40.1629,-8.3327,51.93,91,89,1.95
432,Flinders,AU,2022-04-17 03:02:42,-34.5833,150.8552,78.06,58,1,10.0
433,Oktyabrskiy,RU,2022-04-17 03:02:42,54.4815,53.471,35.74,79,100,5.39
434,Matara,LK,2022-04-17 03:02:43,5.9485,80.5353,83.28,76,86,5.21
435,Yangambi,CD,2022-04-17 03:02:43,0.8102,24.4336,68.4,98,100,2.19
436,Rawson,AR,2022-04-17 03:02:25,-43.3002,-65.1023,53.6,72,0,9.4
437,Siniscola,IT,2022-04-17 03:02:44,40.5719,9.6922,58.55,79,0,13.02
438,Naushki,RU,2022-04-17 03:02:44,50.3828,106.1056,54.81,38,71,7.14
439,Nizhnevartovsk,RU,2022-04-17 03:02:45,60.9344,76.5531,28.42,74,75,8.99
440,Kohima,IN,2022-04-17 03:02:45,25.6667,94.1167,77.22,40,0,4.36
441,Chaiya,TH,2022-04-17 03:02:46,9.3862,99.1986,86.18,68,37,1.19
442,Kulhudhuffushi,MV,2022-04-17 03:02:46,6.6221,73.07,83.12,73,50,6.04
443,Patacamaya,BO,2022-04-17 03:02:47,-17.2333,-67.9167,45.52,26,60,7.14
444,Hokitika,NZ,2022-04-17 03:02:26,-42.7167,170.9667,62.62,60,100,3.4
445,Koungheul,SN,2022-04-17 03:02:48,13.9833,-14.8,77.56,29,8,10.8
446,Xifeng,CN,2022-04-17 03:02:48,42.7372,124.7222,61.5,23,98,8.55
447,Nara,JP,2022-04-17 03:02:49,34.6851,135.8049,69.49,26,60,5.06
448,Zvishavane,ZW,2022-04-17 03:02:49,-20.3267,30.0665,61.72,98,100,5.48
449,Bambous Virieux,MU,2022-04-17 03:02:50,-20.3428,57.7575,77.25,88,75,13.8
450,Alekseyevka,RU,2022-04-17 03:02:51,50.6309,38.6903,49.3,93,100,11.5
451,Asyut,EG,2022-04-17 03:02:51,27.181,31.1837,78.57,17,1,7.83
452,Ewa Beach,US,2022-04-17 03:02:52,21.3156,-158.0072,76.37,78,100,10.36
453,Korla,CN,2022-04-17 03:02:52,41.7597,86.1469,57.4,9,0,4.83
454,La Ronge,CA,2022-04-17 03:02:53,55.1001,-105.2842,24.76,97,100,4.56
455,Rondonopolis,BR,2022-04-17 03:02:53,-16.4708,-54.6356,70.5,80,26,3.74
456,Biskamzha,RU,2022-04-17 03:02:54,53.4497,89.5272,53.58,58,10,3.11
457,Kabo,CF,2022-04-17 03:03:55,7.6994,18.629,77.92,59,5,6.13
458,Granada,ES,2022-04-17 03:03:55,37.25,-3.25,53.29,65,0,4.18
459,Luderitz,NA,2022-04-17 03:03:55,-26.6481,15.1594,61.48,62,0,10.96
460,Guadalupe Y Calvo,MX,2022-04-17 03:03:56,26.1,-106.9667,53.47,21,100,2.95
461,Ukiah,US,2022-04-17 03:03:56,39.1502,-123.2078,52.65,58,0,5.75
462,Ancud,CL,2022-04-17 03:01:46,-41.8697,-73.8203,55.22,89,0,4.09
463,Geilo,NO,2022-04-17 03:03:57,60.5333,8.2076,31.39,73,100,5.84
464,Straumen,NO,2022-04-17 03:03:57,63.8709,11.2999,33.8,94,100,2.01
465,Tiksi,RU,2022-04-17 03:03:58,71.6872,128.8694,6.03,90,27,6.26
466,Nea Peramos,GR,2022-04-17 03:03:58,38.0076,23.423,64.6,45,20,10.36
467,Goiatuba,BR,2022-04-17 02:59:45,-18.0125,-49.3547,58.15,60,5,4.54
468,Vanavara,RU,2022-04-17 03:03:59,60.34,102.2797,45.46,85,100,12.64
469,Lancaster,US,2022-04-17 03:03:10,40.2504,-76.2499,50.14,77,100,5.75
470,Aboyne,GB,2022-04-17 03:04:00,57.0755,-2.7802,53.4,81,100,7.05
471,Pervomayskoye,RU,2022-04-17 03:04:00,43.919,46.7102,46.9,80,0,8.34
472,Luebo,CD,2022-04-17 03:04:01,-5.35,21.4167,70.0,98,100,1.1
473,Sokolo,ML,2022-04-17 03:04:01,14.7328,-6.1219,82.81,32,94,6.02
474,Mitu,CO,2022-04-17 03:04:02,1.1983,-70.1733,71.73,98,74,0.92
475,College,US,2022-04-17 03:04:02,64.8569,-147.8028,33.75,33,20,14.97
476,Faya,SA,2022-04-17 03:04:03,18.3851,42.4509,57.72,45,0,3.13
477,Prnjavor,BA,2022-04-17 03:04:03,44.8703,17.6628,40.26,80,100,7.14
478,Ugoofaaru,MV,2022-04-17 03:04:04,5.6667,73.0,84.43,72,78,8.05
479,Uruzgan,AF,2022-04-17 03:04:04,32.8333,66.0,69.96,20,4,1.43
480,Lodwar,KE,2022-04-17 03:04:05,3.1191,35.5973,79.12,65,100,4.76
481,Montepuez,MZ,2022-04-17 03:04:05,-13.1256,38.9997,66.96,98,29,5.21
482,Barkhan,PK,2022-04-17 03:04:06,29.8977,69.5256,82.44,8,62,4.76
483,Nyurba,RU,2022-04-17 03:04:07,63.2842,118.3319,32.07,84,97,10.65
484,High Level,CA,2022-04-17 03:01:02,58.5169,-117.136,18.32,92,100,9.57
485,Pisco,PE,2022-04-17 03:04:07,-13.7,-76.2167,65.01,82,0,6.91
486,Cortez,US,2022-04-17 03:04:08,37.3489,-108.5859,61.56,13,20,18.41
487,Mosquera,CO,2022-04-17 03:04:08,4.7059,-74.2302,55.49,88,40,8.05
488,Turan,VN,2022-04-17 03:04:09,16.0678,108.2208,84.18,74,40,13.8
489,Havoysund,NO,2022-04-17 03:04:09,70.9963,24.6622,39.43,91,100,27.09
490,Sambava,MG,2022-04-17 03:04:10,-14.2667,50.1667,72.48,87,6,8.32
491,Rio Grande,BR,2022-04-17 03:04:10,-32.035,-52.0986,55.94,73,86,9.31
492,Lethem,GY,2022-04-17 03:04:11,3.3803,-59.7968,78.49,74,95,10.85
493,Tukrah,LY,2022-04-17 03:04:11,32.5341,20.5791,61.07,90,99,10.16
494,Sitka,US,2022-04-17 03:04:12,57.0531,-135.33,46.29,49,0,0.0
495,Lavrentiya,RU,2022-04-17 03:04:12,65.5833,-171.0,31.33,93,100,10.0
496,San Andres,CO,2022-04-17 03:04:13,12.5847,-81.7006,80.62,78,20,8.05
497,Araceli,PH,2022-04-17 03:04:13,10.5529,119.9913,83.23,73,82,10.87
498,Dickinson,US,2022-04-17 03:04:14,29.4608,-95.0513,76.14,90,75,5.75
499,Calamar,CO,2022-04-17 03:04:14,10.2511,-74.9146,80.71,82,48,4.72
500,Victor Harbor,AU,2022-04-17 03:04:14,-35.5667,138.6167,76.68,76,100,8.84
501,Oromocto,CA,2022-04-17 03:04:15,45.8351,-66.4792,44.53,100,100,8.05
502,San Cristobal,VE,2022-04-17 03:01:29,7.7669,-72.225,66.97,97,100,4.61
503,Tiznit,MA,2022-04-17 03:05:16,29.5833,-9.5,73.56,21,29,6.53
504,Itupiranga,BR,2022-04-17 03:05:17,-5.1347,-49.3267,73.85,94,70,1.57
505,Liverpool,GB,2022-04-17 03:05:17,53.4106,-2.9779,55.35,83,0,8.05
506,Jalingo,NG,2022-04-17 03:05:18,8.8833,11.3667,82.22,69,88,4.92
507,Presidencia Roque Saenz Pena,AR,2022-04-17 03:05:19,-26.7852,-60.4388,57.7,88,39,4.54
508,Ayagoz,KZ,2022-04-17 03:05:19,47.9714,80.4392,56.86,21,0,5.91
509,Henties Bay,NA,2022-04-17 03:05:20,-22.116,14.2845,59.38,83,82,4.32
510,Tigbao,PH,2022-04-17 03:05:20,12.5546,123.3389,84.22,67,57,7.47
511,Lernanist,AM,2022-04-17 03:05:21,40.4678,44.7924,30.36,77,6,2.01
512,Pozo Colorado,PY,2022-04-17 03:05:21,-23.4923,-58.7972,65.79,54,91,4.59
513,Qui Nhon,VN,2022-04-17 03:05:21,13.7667,109.2333,81.03,76,100,6.42
514,Prainha,BR,2022-04-17 03:05:22,-1.8,-53.48,75.24,87,90,2.15
515,Coihaique,CL,2022-04-17 03:01:05,-45.5752,-72.0662,44.01,92,13,1.23
516,Sokoni,TZ,2022-04-17 03:05:23,-6.4333,39.55,80.24,81,100,10.51
517,Kijang,KR,2022-04-17 03:05:23,35.2442,129.2139,66.04,27,0,4.85
518,Husavik,IS,2022-04-17 03:05:24,66.0449,-17.3389,40.91,88,63,8.43
519,Yarkovo,RU,2022-04-17 03:05:24,57.4028,67.0786,35.02,74,38,9.13
520,Leh,IN,2022-04-17 03:05:25,34.1667,77.5833,37.92,38,0,1.19
521,Kangavar,IR,2022-04-17 03:05:25,34.5043,47.9653,43.59,44,0,1.12
522,Varazdin,HR,2022-04-17 03:05:25,46.3044,16.3378,38.89,20,36,11.21
523,Iskateley,RU,2022-04-17 03:05:26,67.6803,53.1512,20.62,96,100,7.34
524,Cabedelo,BR,2022-04-17 03:05:26,-6.9811,-34.8339,79.47,86,85,7.96
525,Zakamensk,RU,2022-04-17 03:05:27,50.3741,103.2863,49.05,34,44,6.62
526,Bermeo,ES,2022-04-17 03:05:27,43.4209,-2.7215,51.24,82,4,7.63
527,Vasteras,SE,2022-04-17 03:05:27,59.6162,16.5528,39.97,71,20,4.61
528,Homer,US,2022-04-17 03:05:28,59.6425,-151.5483,42.69,67,100,8.05
529,Bilma,NE,2022-04-17 03:05:29,18.6853,12.9164,81.77,10,88,9.53
530,Broome,US,2022-04-17 03:05:29,42.2506,-75.833,39.7,79,75,10.36
531,Ha Giang,VN,2022-04-17 03:05:29,22.8333,104.9833,66.25,96,100,1.61
532,Kontagora,NG,2022-04-17 03:05:30,10.3999,5.4695,78.24,70,39,3.18
533,Nyazepetrovsk,RU,2022-04-17 03:05:30,56.0531,59.6028,30.92,78,99,2.8
534,Barabai,ID,2022-04-17 03:05:30,-2.5833,115.3833,82.89,72,100,2.26
535,Picui,BR,2022-04-17 03:03:27,-6.5106,-36.3469,71.26,97,94,5.88
536,Enumclaw,US,2022-04-17 03:04:39,47.2043,-121.9915,41.7,88,100,1.99
537,Warrnambool,AU,2022-04-17 03:05:31,-38.3833,142.4833,81.81,35,100,22.75
538,Chipinge,ZW,2022-04-17 03:02:16,-20.1883,32.6236,62.26,97,98,3.4
539,Brigantine,US,2022-04-17 03:05:32,39.4101,-74.3646,53.06,88,100,23.02
540,Honolulu,US,2022-04-17 03:02:50,21.3069,-157.8583,76.24,85,100,4.0
541,Cedar City,US,2022-04-17 03:04:39,37.6775,-113.0619,47.37,49,0,5.75
542,Udachnyy,RU,2022-04-17 03:05:32,66.4167,112.4,31.8,98,100,21.09
543,Concepcion Del Uruguay,AR,2022-04-17 03:04:42,-32.4825,-58.2372,59.25,81,98,1.99
544,Tikrit,IQ,2022-04-17 03:05:33,34.6071,43.6782,63.03,29,2,6.6
545,Shubarshi,KZ,2022-04-17 03:05:33,48.5872,57.1869,50.25,71,22,4.9
546,Tawang,IN,2022-04-17 03:05:34,27.5833,91.8667,53.67,60,39,5.82
547,Clearlake,US,2022-04-17 03:05:34,38.9582,-122.6264,49.78,68,29,4.97
548,Vitorino Freire,BR,2022-04-17 03:05:35,-4.0667,-45.1667,74.01,97,100,3.15
549,Dragoesti,RO,2022-04-17 03:05:35,47.55,26.0833,37.56,85,100,8.86
550,Pandan,PH,2022-04-17 03:05:36,14.0453,124.1694,82.47,75,82,9.37
551,Kalmunai,LK,2022-04-17 03:06:36,7.4167,81.8167,83.19,77,45,9.31
552,Taoudenni,ML,2022-04-17 03:06:37,22.6783,-3.9836,72.57,27,0,12.5
553,Nazareno,MX,2022-04-17 03:06:37,25.3833,-103.4167,84.51,16,96,3.85
554,Traunstein,DE,2022-04-17 03:06:38,47.8833,12.65,33.57,80,9,2.86
555,Samana,DO,2022-04-17 03:06:38,19.2056,-69.3369,74.39,85,40,8.39
556,Omsukchan,RU,2022-04-17 03:06:39,62.5333,155.8,20.39,89,100,8.08
557,Port Keats,AU,2022-04-17 03:06:39,-14.25,129.55,91.92,45,92,6.17
558,Altamira,BR,2022-04-17 03:02:21,-3.2033,-52.2064,72.01,99,69,2.82
559,Grand Forks,US,2022-04-17 03:06:40,47.9417,-97.4337,15.78,79,0,3.44
560,Manyana,BW,2022-04-17 03:06:41,-23.4,21.7167,62.71,87,65,11.16
561,Tiassale,CI,2022-04-17 03:06:41,5.8983,-4.8283,73.69,97,100,2.44
562,Cadillac,US,2022-04-17 03:06:42,44.2519,-85.4012,28.08,63,100,4.61
563,Barra Patuca,HN,2022-04-17 03:06:42,15.8,-84.2833,78.8,72,5,11.63
564,Sidhi,IN,2022-04-17 03:06:43,24.4167,81.8833,95.04,11,0,8.34
565,Wadi Musa,JO,2022-04-17 03:04:07,30.3222,35.4793,59.95,12,0,7.34
566,Yuksekova,TR,2022-04-17 03:06:43,37.5736,44.2872,34.12,77,3,3.94
567,Wichita Falls,US,2022-04-17 03:02:36,33.9137,-98.4934,57.34,47,100,10.36
568,Pilar,BR,2022-04-17 03:06:44,-9.5972,-35.9567,76.93,96,22,4.97
569,Houma,US,2022-04-17 03:06:44,29.5958,-90.7195,75.2,91,0,3.0
570,Bubaque,GW,2022-04-17 03:06:45,11.2833,-15.8333,75.09,70,12,20.36
571,Mokokchung,IN,2022-04-17 03:06:45,26.3333,94.5333,73.04,53,0,3.4
572,Winona,US,2022-04-17 03:05:34,43.9666,-91.7668,31.8,64,0,0.0
573,Los Llanos De Aridane,ES,2022-04-17 03:04:21,28.6585,-17.9182,60.55,82,20,11.5
574,Iquique,CL,2022-04-17 03:06:46,-20.2208,-70.1431,62.64,75,61,2.62
575,Saldanha,ZA,2022-04-17 03:06:46,-33.0117,17.9442,57.87,71,0,10.2
576,Narwar,IN,2022-04-17 03:06:47,25.65,77.9,92.03,9,0,7.27
577,Sao Joao Da Barra,BR,2022-04-17 03:06:47,-21.6403,-41.0511,68.76,78,34,9.6
578,Oktyabrskoye,RU,2022-04-17 03:06:48,43.0645,44.7417,33.94,93,0,8.95
579,Solnechnyy,RU,2022-04-17 03:06:49,50.7214,136.6319,31.86,86,100,9.19
580,Isabela,PH,2022-04-17 03:06:49,6.7085,121.9711,85.55,68,80,3.4
581,Avera,US,2022-04-17 03:06:50,33.194,-82.5271,63.91,93,100,2.86
582,Sao Gabriel Da Cachoeira,BR,2022-04-17 03:06:50,-0.1303,-67.0892,72.84,98,99,1.25
583,Kassiopi,GR,2022-04-17 03:06:51,39.7886,19.9186,62.1,64,97,2.39
584,Praia Da Vitoria,PT,2022-04-17 03:06:51,38.7333,-27.0667,57.76,85,4,11.63
